stage_key,stage_label,checkpoint_path,threshold,num_images,num_nonempty_gt,num_empty_gt,tp,fp,fn,tn,iou,f1,precision,recall,mean_image_iou,median_image_iou,mean_image_f1,median_image_f1,mean_image_iou_nonempty_gt,median_image_iou_nonempty_gt,mean_image_f1_nonempty_gt,median_image_f1_nonempty_gt,model_load_sec,runtime_total_sec,predict_total_sec,mean_image_runtime_sec,median_image_runtime_sec,mean_image_predict_sec,median_image_predict_sec,mean_patch_latency_ms,median_patch_latency_ms,mean_patches_per_sec,median_patches_per_sec,global_patches_per_sec,mean_megapixels_per_sec,median_megapixels_per_sec,global_megapixels_per_sec,global_runtime_megapixels_per_sec,total_patches,total_megapixels,peak_gpu_allocated_mb,peak_gpu_reserved_mb,peak_process_rss_mb,peak_process_hwm_mb
advent,ADVENT (DeepLabV3+),/home/jakeguan/dev/crack-detection/checkpoints/advent_deeplabv3plus_crack500_to_uav.pth,0.9,53,47,6,613750,8892079,5064443,631646432,0.04212344148413976,0.08084155831702562,0.06456564703615013,0.10808896421801795,0.03351276570078507,0.025932319898411632,0.06274287657014233,0.05055366595913357,0.03779099110939593,0.03527786548784338,0.07075260549399028,0.06815149181465356,0.5580345939961262,31.89379374102282,22.938288975026808,0.6017696932268456,0.5995694150042254,0.43279790518918504,0.428877410988207,4.918158013513468,4.873606943047807,204.82748270340483,205.1868383490586,203.328156039788,28.37970427984805,28.429494507313347,28.17196630069243,20.261518878790994,4664,646.2167039999999,521.4755859375,632.0,1356.83984375,1481.22265625
