stage_key,stage_label,checkpoint_path,threshold,num_images,num_bootstrap,iou,iou_ci_low,iou_ci_high,f1,f1_ci_low,f1_ci_high,precision,precision_ci_low,precision_ci_high,recall,recall_ci_low,recall_ci_high
advent,ADVENT (DeepLabV3+),/home/jakeguan/dev/crack-detection/checkpoints/advent_deeplabv3plus_crack500_to_uav.pth,0.9,53,5000,0.04212344148413976,0.033406052389190845,0.05021829520742975,0.08084155831702562,0.06465232551999768,0.09563401324813035,0.06456564703615013,0.04635936918656193,0.08492033179599208,0.10808896421801795,0.09228459116397986,0.1291114754243625
