file_name,kind,width_px,height_px,embedded_dpi,single_col_min_width_px,double_col_min_width_px,passes_single_col,passes_double_col,path
b2_supervision_scaling_holdout_reflines.png,line,8217,3022,"(599.9988, 599.9988)",2100,4200,True,True,/home/jakeguan/dev/crack-detection/results/report_assets/jstars_safe/b2_supervision_scaling_holdout_reflines.png
dataset_overview_representative_360.png,color,3363,3589,"(399.9992, 399.9992)",1400,2800,True,True,/home/jakeguan/dev/crack-detection/results/report_assets/jstars_safe/dataset_overview_representative_360.png
qualitative_progression_test.png,color,7363,3761,"(399.9992, 399.9992)",1400,2800,True,True,/home/jakeguan/dev/crack-detection/results/report_assets/jstars_safe/qualitative_progression_test.png
qualitative_progression_test_final.png,color,7363,3761,"(399.9992, 399.9992)",1400,2800,True,True,/home/jakeguan/dev/crack-detection/results/report_assets/jstars_safe/qualitative_progression_test_final.png
qualitative_sourceonly_test_original.png,color,3878,3780,"(399.9992, 399.9992)",1400,2800,True,True,/home/jakeguan/dev/crack-detection/results/report_assets/jstars_safe/qualitative_sourceonly_test_original.png
sam799_external_single_case_dji0069_source_b1_b2fs10.png,color,7009,1126,"(399.9992, 399.9992)",1400,2800,True,True,/home/jakeguan/dev/crack-detection/results/report_assets/jstars_safe/sam799_external_single_case_dji0069_source_b1_b2fs10.png
segformer_random_bg_vs_mined_seed_sweep.png,line,8045,3375,"(599.9988, 599.9988)",2100,4200,True,True,/home/jakeguan/dev/crack-detection/results/report_assets/jstars_safe/segformer_random_bg_vs_mined_seed_sweep.png
threshold_sweep_val.png,line,7138,4728,"(599.9988, 599.9988)",2100,4200,True,True,/home/jakeguan/dev/crack-detection/results/report_assets/jstars_safe/threshold_sweep_val.png
