stage_key,stage_label,checkpoint_path,threshold,num_images,num_nonempty_gt,num_empty_gt,tp,fp,fn,tn,iou,f1,precision,recall,mean_image_iou,median_image_iou,mean_image_f1,median_image_f1,mean_image_iou_nonempty_gt,median_image_iou_nonempty_gt,mean_image_f1_nonempty_gt,median_image_f1_nonempty_gt
hrda,HRDA (MiT-B5),/home/jakeguan/dev/crack-detection/work_dirs/hrda_crack500_to_uav_mitb5_s0_360/iter_40000.pth,0.3,53,47,6,1305105,18618107,4373088,621920404,0.053716203701798214,0.10195573250764949,0.06550675664144918,0.22984512854705713,0.04883433609227295,0.04215577932164357,0.08889615136870908,0.08090110933143502,0.05506850665724396,0.05029250602218281,0.10024459622428897,0.09576857062925782
