stage_key,stage_label,checkpoint_path,threshold,num_images,num_nonempty_gt,num_empty_gt,tp,fp,fn,tn,iou,f1,precision,recall,mean_image_iou,median_image_iou,mean_image_f1,median_image_f1,mean_image_iou_nonempty_gt,median_image_iou_nonempty_gt,mean_image_f1_nonempty_gt,median_image_f1_nonempty_gt
daformer,DAFormer (MiT-B5),/home/jakeguan/dev/crack-detection/work_dirs/daformer_crack500_to_uav_mitb5_s0_360/iter_40000.pth,0.6,53,47,6,1370203,15907309,4307990,624631202,0.06347793069626086,0.119377993400769,0.07930557362657309,0.2413096913049627,0.054970745489211735,0.04476634232257319,0.0998151783289178,0.08569637154094215,0.06198828746655791,0.053509535541857126,0.1125575415198435,0.10158339101190059
