stage_key,stage_label,checkpoint_path,threshold,num_images,num_bootstrap,iou,iou_ci_low,iou_ci_high,f1,f1_ci_low,f1_ci_high,precision,precision_ci_low,precision_ci_high,recall,recall_ci_low,recall_ci_high
daformer,DAFormer (MiT-B5),/home/jakeguan/dev/crack-detection/work_dirs/daformer_crack500_to_uav_mitb5_s0_360/iter_40000.pth,0.6,53,5000,0.06347793069626086,0.049322032064148605,0.07698710382246603,0.119377993400769,0.09400742680866124,0.14296755002683453,0.07930557362657309,0.05800566108027579,0.10268905588621424,0.2413096913049627,0.21460924853599952,0.27452484455822584
