dataset_id,dataset_name,release_kind,version,annotation_source,split_role,num_images,num_positive_images,num_negative_images,image_width_mean,image_height_mean,foreground_ratio_mean,foreground_pixels_mean,raw_images_in_repo,raw_masks_in_repo,sample_preview_in_repo,public_dataset_link,privacy_review_status,redistribution_review_status,license,notes
sam799-cvat-external-test,SAM799-CVAT,metadata_only,v0.1-stub,self_collected_self_annotated_cvat,external_test,53,47,6,4032.0,3024.0,0.00878682,107135.7,false,false,pending,,pending,pending,pending,Metadata-only GitHub stub for future external dataset release.
